Timestamp (Local),at7_nhx,at4_nhx,at6_nhx,plant_inf_q,at7_z2_do,at7_z3_do
10/17/2023 13:40,2.19,1.48,2.01,14.24,1.38,1.08
10/17/2023 14:00,2.11,1.24,2.01,14.69,1.26,1.15
10/17/2023 14:20,2,1.24,1.98,14.98,1.39,1.37
10/17/2023 14:40,2,1.18,1.84,14.96,0.97,1.19
10/17/2023 15:00,1.76,0.98,1.72,14.73,1.39,1.26
10/17/2023 15:20,1.29,0.87,1.59,14.41,1.35,0.93
10/17/2023 15:40,1.25,0.66,1.43,14.41,1.03,1.14
10/17/2023 16:00,1.11,0.66,1.3,15.09,1.19,1.22
10/17/2023 16:20,0.99,0.66,1.27,14.98,0.91,1.02
10/17/2023 16:40,0.98,0.71,1.34,15.73,0.81,0.99
10/17/2023 17:00,1.1,0.96,1.46,14.92,0.93,0.77
10/17/2023 17:20,1.25,1.28,1.58,16.87,0.94,0.88
10/17/2023 17:40,1.4,1.5,1.71,17.7,1,0.97
10/17/2023 18:00,1.52,1.85,1.84,17.8,1.22,1.06
10/17/2023 18:20,1.65,2.22,1.78,17.9,1.1,1.19
10/17/2023 18:40,1.65,2.35,1.83,17.28,1.17,1.05
10/17/2023 19:00,1.86,2.55,2.22,17.32,1.1,0.95
10/17/2023 19:20,1.84,2.57,2.42,18.85,1,1.06
10/17/2023 19:40,1.88,2.41,2.46,18.71,1.1,1.2
10/17/2023 20:00,2.22,2.49,2.72,19.68,1.21,1.19
10/17/2023 20:20,2.67,2.31,3.12,20.01,0.85,1.45
10/17/2023 20:40,2.88,2.35,3.3,20.63,1.57,1.42
10/17/2023 21:00,3,2.1,3.17,20.77,0.52,1.49
10/17/2023 21:20,2.99,2.09,3.17,20.74,1.51,1.65
10/17/2023 21:40,2.96,2.03,3.21,20.7,1.4,1.62
10/17/2023 22:00,2.87,1.84,3.14,20.21,1.57,1.76
10/17/2023 22:20,2.76,1.76,3.03,19.93,2.39,1.57
10/17/2023 22:40,2.68,1.73,3.02,19.67,2.52,1.88
10/17/2023 23:00,2.59,1.58,3.19,18.87,0.82,1.9
10/17/2023 23:20,2.36,1.41,3.07,18.27,2.38,2.02
10/17/2023 23:40,2.15,1.24,3.06,16.93,2.02,1.94
10/18/2023 0:00,1.88,1.12,2.98,16.2,2.44,1.86
10/18/2023 0:20,1.64,1.08,2.72,15.19,2.64,1.96
10/18/2023 0:40,1.35,0.93,2.44,13.48,0.97,1.94
10/18/2023 1:00,1.02,0.81,2.13,12.5,1.78,1.8
10/18/2023 1:20,0.95,0.79,2.13,12.3,1.91,1.83
10/18/2023 1:40,0.56,0.79,2.13,10.45,1.39,1.48
10/18/2023 2:00,0.27,0.79,2.13,9.43,1.23,1.55
10/18/2023 2:20,0.08,0.13,0.56,9.44,1.63,1.34
10/18/2023 2:40,0.02,0.05,0.21,8.63,1.06,1.3
10/18/2023 3:00,0.01,0.04,0.05,7.99,1.25,1.2
10/18/2023 3:20,0.01,0.03,0.01,7.87,1.14,1.05
10/18/2023 3:40,0,0.02,0,7.93,0.91,1.01
10/18/2023 4:00,0,0.03,-0.02,7.54,1.25,1.09
10/18/2023 4:20,0.01,0.04,-0.02,7.92,1.11,0.8
10/18/2023 4:40,0,0.04,-0.02,7.97,0.93,0.71
10/18/2023 5:00,0,0.04,-0.02,8.3,0.74,0.8
10/18/2023 5:20,0,0.04,-0.02,11.18,0.9,0.89
10/18/2023 5:40,0,0.03,-0.02,10.29,0.6,0.65
10/18/2023 6:00,0.01,0.01,-0.02,7.69,0.51,0.59
10/18/2023 6:20,0,0.01,-0.02,9.51,0.48,0.57
10/18/2023 6:40,0,0.01,-0.02,9.79,0.2,0.57
10/18/2023 7:00,0,0,-0.02,11.1,0.27,0.59
10/18/2023 7:20,0,0.01,-0.02,13.46,0.32,0.57
10/18/2023 7:40,0,0.01,-0.02,15.05,0.24,0.39
10/18/2023 8:00,0,0,-0.01,16.44,0.29,0.24
10/18/2023 8:20,0.04,0.02,0,16.59,0.42,0.22
10/18/2023 8:40,0.19,0.06,0.04,17.66,0.3,0.23
10/18/2023 9:00,0.54,0.15,0.06,17.56,0.31,0.23
10/18/2023 9:20,0.97,0.42,0.16,15.81,0.32,0.25
10/18/2023 9:40,1.44,0.7,0.4,16.16,0.25,0.33
10/18/2023 10:00,1.82,0.85,0.65,16.9,0.47,0.36
10/18/2023 10:20,2.08,1.02,0.68,16.62,0.52,0.48
10/18/2023 10:40,2.21,1.3,0.79,16.27,0.52,0.68
10/18/2023 11:00,2.3,1.43,1.13,15.64,0.64,0.74
10/18/2023 11:20,2.21,1.63,1.21,14.89,0.65,0.61
10/18/2023 11:40,2.2,1.84,1.31,15.27,0.62,0.58
10/18/2023 12:00,2.25,2.03,1.43,14.63,0.75,0.69
10/18/2023 12:20,2.28,2.15,1.4,14.25,0.65,0.85
10/18/2023 12:40,2.11,1.94,1.43,13.66,0.73,0.86
10/18/2023 13:00,2.1,1.97,1.6,13.5,0.88,0.69
10/18/2023 13:20,2.07,1.65,1.69,13.35,0.76,0.7
10/18/2023 13:40,2.08,1.69,1.67,13.74,0.91,0.97
10/18/2023 14:00,2.01,1.37,1.64,13.29,0.83,0.88
10/18/2023 14:20,1.89,1.29,1.73,12.67,0.73,0.85
10/18/2023 14:40,1.85,1.09,1.72,12.48,0.79,0.84
10/18/2023 15:00,1.85,1.05,1.63,13.72,0.54,0.85
10/18/2023 15:20,1.8,1.04,1.69,14.13,0.68,0.82
10/18/2023 15:40,1.79,1.18,1.9,13.84,0.78,0.84
10/18/2023 16:00,1.89,1.53,2.01,13.69,0.93,1.04
10/18/2023 16:20,2.11,1.63,2.26,13.92,1.08,1.09
10/18/2023 16:40,2.28,1.98,2.56,13.81,1.17,0.94
10/18/2023 17:00,2.16,2.33,2.72,14.13,1.12,1
10/18/2023 17:20,2.31,2.41,2.74,14.33,1.24,1.1
10/18/2023 17:40,2.17,2.66,2.83,14.51,1.29,1.31
10/18/2023 18:00,2.3,2.4,2.86,16.68,1.01,1.19
10/18/2023 18:20,2.41,2.34,2.84,17.77,1.26,1.09
10/18/2023 18:40,2.37,1.96,2.73,17.94,1.4,1.39
10/18/2023 19:00,2.42,1.71,2.78,17.05,1.21,1.35
10/18/2023 19:20,2.5,1.57,2.86,18.92,1.69,1.4
10/18/2023 19:40,2.49,1.51,2.83,19.41,1.4,1.35
10/18/2023 20:00,2.57,1.44,2.81,18.8,1.6,1.58
10/18/2023 20:20,2.43,1.39,2.79,19.3,1.67,1.58
10/18/2023 20:40,2.41,1.48,2.6,19.63,1.92,1.49
10/18/2023 21:00,2.49,1.53,2.58,19.12,1.68,1.63
10/18/2023 21:20,2.27,1.53,2.59,19.87,1.77,1.65
10/18/2023 21:40,2.02,1.54,2.51,19.71,1.05,1.63
10/18/2023 22:00,2.1,1.55,2.55,19.91,1.77,1.58
10/18/2023 22:20,2.08,1.62,2.67,19.53,1.57,1.74
10/18/2023 22:40,2.19,1.72,2.61,18.74,1.76,1.8
10/18/2023 23:00,2.26,1.71,2.61,18.37,1.54,1.73
10/18/2023 23:20,2.33,1.87,2.71,17.52,2.42,1.77
10/18/2023 23:40,2.11,1.71,2.63,17.05,2.34,2.16
10/19/2023 0:00,1.92,1.73,2.61,16.07,2.02,1.92
10/19/2023 0:20,1.57,1.58,2.36,14.72,1.9,1.79
10/19/2023 0:40,1.25,1.37,2.06,13.61,2.04,1.75
10/19/2023 1:00,0.98,1,1.77,12.44,1.29,1.61
10/19/2023 1:20,0.68,0.74,1.5,11.39,1.73,1.56
10/19/2023 1:40,0.4,0.74,1.5,10.9,1.43,1.46
10/19/2023 2:00,0.25,0.1,0.44,10.58,0.98,1.46
10/19/2023 2:20,0.17,0.09,0.39,9.78,1.55,1.11
10/19/2023 2:40,0.08,0.04,0.25,9.46,1.18,1.51
10/19/2023 3:00,0.04,0.04,0.12,8.64,1.42,1.12
10/19/2023 3:20,0,0.03,0.03,8.39,0.99,1.13
10/19/2023 3:40,0,0,0,7.83,1.08,0.99
10/19/2023 4:00,0,0,0,7.24,1.04,0.71
10/19/2023 4:20,-0.01,0.01,-0.01,7.31,0.72,0.81
10/19/2023 4:40,0,0.01,-0.01,7.31,0.76,0.85
10/19/2023 5:00,-0.01,0.01,-0.01,7.22,0.87,0.88
10/19/2023 5:20,0,0.02,-0.01,7.41,0.47,0.77
10/19/2023 5:40,-0.01,0.02,-0.01,8.73,0.61,0.7
10/19/2023 6:00,0,0.01,-0.01,9.64,0.44,0.77
10/19/2023 6:20,-0.01,0.01,-0.01,10.34,0.4,0.75
10/19/2023 6:40,0,0.01,-0.01,10.66,0.29,0.66
10/19/2023 7:00,0,0.01,-0.01,11.79,0.32,0.62
10/19/2023 7:20,-0.01,0.01,0,13.79,0.31,0.63
10/19/2023 7:40,-0.01,0.01,0,15.54,0.24,0.44
10/19/2023 8:00,-0.01,0.01,0,16.94,0.34,0.29
10/19/2023 8:20,0,0,0.01,18.69,0.35,0.24
10/19/2023 8:40,0.09,0.01,0.03,19.35,0.37,0.23
10/19/2023 9:00,0.35,0.06,0.06,19.09,0.24,0.23
10/19/2023 9:20,0.68,0.13,0.17,17.97,0.31,0.25
10/19/2023 9:40,1.18,0.38,0.49,16.44,0.33,0.25
10/19/2023 10:00,1.64,0.82,0.89,15.79,0.37,0.35
10/19/2023 10:20,2.02,0.92,1.14,15.59,0.5,0.43
10/19/2023 10:40,2.37,1.2,1.4,15.33,0.55,0.55
10/19/2023 11:00,2.59,1.47,1.62,15.65,0.64,0.76
10/19/2023 11:20,2.66,1.85,1.77,15.6,0.74,0.77
10/19/2023 11:40,2.57,2.13,1.72,15.41,0.78,0.77
10/19/2023 12:00,2.51,2.06,1.81,15.74,0.87,0.75
10/19/2023 12:20,2.41,1.99,2,15.51,0.86,0.76
10/19/2023 12:40,2.42,1.94,2.05,15.35,0.83,1.11
10/19/2023 13:00,2.36,1.86,2.01,15.13,1.12,0.9
10/19/2023 13:20,2.34,1.77,2.13,14.77,1.02,0.86
10/19/2023 13:40,2.38,1.61,2.23,14.24,0.83,1.03
10/19/2023 14:00,2.4,1.6,2.28,13.83,0.75,1.19
10/19/2023 14:20,2.52,1.55,2.28,13.39,1.19,1.18
10/19/2023 14:40,2.46,1.62,2.3,14.05,0.98,1.03
10/19/2023 15:00,2.46,1.69,2.38,13.9,0.99,1.22
10/19/2023 15:20,2.31,1.56,2.4,14.48,1.23,1.25
10/19/2023 15:40,2.34,1.58,2.34,14.11,1.65,1.32
10/19/2023 16:00,2.28,1.57,2.32,14.55,1.41,1.32
10/19/2023 16:20,2.22,1.51,2.38,14.22,1.04,1.35
10/19/2023 16:40,2.14,1.47,2.36,14.68,1.3,1.32
10/19/2023 17:00,2.18,1.51,2.26,14.93,1.06,1.3
10/19/2023 17:20,2.17,1.56,2.4,16.3,1.12,1.29
10/19/2023 17:40,2.2,1.53,2.54,17.25,0.89,1.6
10/19/2023 18:00,2.31,1.56,2.56,18.28,1.2,1.56
10/19/2023 18:20,2.39,1.57,2.68,19.53,1.66,1.61
10/19/2023 18:40,2.51,1.69,2.86,18.54,1.84,1.53
10/19/2023 19:00,2.5,1.81,2.92,17.96,1.31,1.51
10/19/2023 19:20,2.57,2.1,2.85,17.93,1.01,1.77
10/19/2023 19:40,2.76,2.33,2.95,18.58,1.92,1.75
10/19/2023 20:00,2.87,2.17,3.06,18.85,1.51,1.77
10/19/2023 20:20,2.97,2.25,3.26,19.71,1.77,1.97
10/19/2023 20:40,2.98,2.46,3.39,19.93,2.47,1.94
10/19/2023 21:00,2.95,2.51,3.47,20.51,0.95,1.97
10/19/2023 21:20,2.98,2.46,3.55,21.63,2.37,2.01
10/19/2023 21:40,3.02,2.25,3.69,21.4,2.35,1.95
10/19/2023 22:00,3.05,2.28,3.83,20.5,2.64,1.99
10/19/2023 22:20,3.12,2.33,3.97,19.55,2.27,1.86
10/19/2023 22:40,3.14,2.24,4.17,19.37,1.27,1.98
10/19/2023 23:00,3.1,2.09,4.06,18.68,1.54,1.95
10/19/2023 23:20,3.2,2.06,4.18,17.42,1.96,1.93
10/19/2023 23:40,3.23,2.01,4.2,16.61,2.04,1.97
10/20/2023 0:00,3.25,1.94,4.25,15.52,2.2,2.04
10/20/2023 0:20,3.12,2.03,4.24,15.06,1.83,2.14
10/20/2023 0:40,3.02,1.94,4.09,13.91,1.44,2.07
10/20/2023 1:00,2.88,1.72,3.93,12.82,1.53,1.97
10/20/2023 1:20,2.76,1.71,3.93,12.3,2.15,2
10/20/2023 1:40,2.48,1.71,3.93,11.65,2.31,1.9
10/20/2023 2:00,2.14,1.54,3.93,10.95,1.04,1.99
10/20/2023 2:20,1.72,0.59,2.59,10.23,1.92,1.91
10/20/2023 2:40,1.29,0.29,2.53,10.38,2.2,2.02
10/20/2023 3:00,0.96,0.14,2.32,9.39,1.78,1.83
10/20/2023 3:20,0.56,0.06,1.92,9.49,1.1,1.78
10/20/2023 3:40,0.27,0.03,1.44,8.71,1.63,1.56
10/20/2023 4:00,0.1,0.05,1.07,8.46,1.9,1.41
10/20/2023 4:20,0.01,0.02,0.68,8.44,1.1,1.25
10/20/2023 4:40,0,0.02,0.35,8.6,1.38,1.22
10/20/2023 5:00,0,0.02,0.12,8.54,0.64,1.19
10/20/2023 5:20,0.01,0.02,0.04,10.06,0.98,1.21
10/20/2023 5:40,0,0.02,0.01,10.69,1.22,1.08
10/20/2023 6:00,-0.01,0.02,-0.01,11.29,1.01,1.02
10/20/2023 6:20,-0.01,0.02,-0.02,12.05,0.98,0.8
10/20/2023 6:40,-0.01,0.02,-0.03,11.46,0.83,0.72
10/20/2023 7:00,-0.01,0.03,-0.03,12.08,0.76,0.64
10/20/2023 7:20,-0.01,0.02,-0.03,12.94,0.49,0.8
10/20/2023 7:40,0,0.03,-0.03,14.14,0.84,0.66
10/20/2023 8:00,0,0.05,-0.03,16.45,0.65,0.35
10/20/2023 8:20,0.06,0.06,-0.01,17.98,0.51,0.36
10/20/2023 8:40,0.24,0.15,0.11,19.11,0.45,0.42
10/20/2023 9:00,0.67,0.41,0.25,19.26,0.43,0.46
10/20/2023 9:20,1.3,0.84,0.49,18.23,0.49,0.44
10/20/2023 9:40,1.96,1.45,0.74,17.68,0.62,0.75
10/20/2023 10:00,2.59,2.05,1.28,16.82,0.97,0.82
10/20/2023 10:20,3.19,2.12,1.85,15.93,0.95,0.86
10/20/2023 10:40,3.48,2.55,2.11,14.44,0.51,1.12
10/20/2023 11:00,3.82,2.98,2.5,15.9,1.27,1.3
10/20/2023 11:20,4.02,3.43,2.96,14.17,0.98,1.38
10/20/2023 11:40,4.05,3.54,3.47,15.32,1.65,1.6
10/20/2023 12:00,4.47,3.49,4.02,15.52,1.9,1.63
10/20/2023 12:20,4.59,3.57,4.38,15.37,2.29,1.93
10/20/2023 12:40,4.7,3.71,4.6,16.47,1.12,1.97
10/20/2023 13:00,4.63,3.31,4.71,16.79,1.53,1.89
10/20/2023 13:20,4.61,3.28,4.6,16.68,1.46,1.88
10/20/2023 13:40,4.39,3.12,4.36,15.95,1.51,2.06
10/20/2023 14:00,4.06,3.03,4.2,15.46,2.37,1.87
10/20/2023 14:20,3.8,2.53,4.1,14.46,2.4,2.01
10/20/2023 14:40,3.52,2.14,3.9,14.03,2.45,2.02
10/20/2023 15:00,3.45,1.79,3.72,13.94,2.09,2.08
10/20/2023 15:20,3.45,1.49,3.61,13.91,2.31,2.02
10/20/2023 15:40,2.74,1.14,3.57,14.49,2.59,1.93
10/20/2023 16:00,2.65,1.04,3.46,15.25,2.38,1.97
10/20/2023 16:20,2.59,0.99,3.55,16.17,1.45,1.94
10/20/2023 16:40,2.46,0.98,3.61,16.65,1.99,1.85
10/20/2023 17:00,2.33,0.88,3.38,15.29,2.11,1.84
10/20/2023 17:20,2.28,0.78,3.25,17.06,2.64,2.16
10/20/2023 17:40,2.19,0.72,3.12,17.84,1.94,1.99
10/20/2023 18:00,2.07,0.72,3.02,18.44,2.41,1.99
10/20/2023 18:20,2.04,0.68,3.09,18.83,2.18,1.98
10/20/2023 18:40,2.03,0.76,3.23,17.88,2.22,1.93
10/20/2023 19:00,2.06,0.84,3.32,17.98,2.07,2.03
10/20/2023 19:20,2.1,1.01,3.36,18.12,1.54,1.92
10/20/2023 19:40,2.22,1.21,3.28,18.39,1.89,1.92
10/20/2023 20:00,2.27,1.24,3.27,17.97,2.33,1.97
10/20/2023 20:20,2.26,1.5,3.29,17.65,1.38,1.9
10/20/2023 20:40,2.18,1.65,3.31,17.4,1.84,2.06
10/20/2023 21:00,2.12,1.62,3.32,17.6,2.43,1.9
10/20/2023 21:20,2.01,1.5,3.31,18.12,1.21,2.01
10/20/2023 21:40,2.03,1.46,3.27,18.03,2.2,1.91
10/20/2023 22:00,1.97,1.62,3.2,18.25,1.77,1.98
10/20/2023 22:20,1.97,1.55,3.15,18.24,2.2,2.09
10/20/2023 22:40,2.01,1.48,3.17,18.33,1.47,2.05
10/20/2023 23:00,2.08,1.57,3.31,18.03,1.23,2.16
10/20/2023 23:20,2.06,1.59,3.41,17.31,1.74,2.08
10/20/2023 23:40,2.11,1.64,3.44,17.47,1.21,1.97
10/21/2023 0:00,2.07,1.76,3.45,16.13,1.92,1.84
10/21/2023 0:20,2.05,1.68,3.42,15.48,1.93,2.1
10/21/2023 0:40,2,1.53,3.32,14.83,1.31,1.89
10/21/2023 1:00,1.96,1.51,3.24,14.03,1.3,1.92
10/21/2023 1:20,1.85,1.38,3.17,13.38,2.61,2.05
10/21/2023 1:40,1.65,1.38,3.17,12.57,1.5,2.02
10/21/2023 2:00,1.46,1.08,2.17,13.42,2.17,2.09
10/21/2023 2:20,1.22,0.76,2.32,11.26,2.52,2
10/21/2023 2:40,0.91,0.5,2.18,10.82,2.25,1.87
10/21/2023 3:00,0.59,0.28,1.79,9.94,2.12,1.87
10/21/2023 3:20,0.24,0.15,1.37,9.34,1.65,1.47
10/21/2023 3:40,0.05,0.08,0.89,8.7,1.38,1.48
10/21/2023 4:00,-0.02,0.05,0.5,8.26,1.16,1.32
10/21/2023 4:20,-0.03,0.04,0.23,8.21,1.41,1.35
10/21/2023 4:40,-0.01,0.05,0.09,7.91,1.05,1.07
10/21/2023 5:00,-0.01,0.09,0.03,8.13,1.01,1.26
10/21/2023 5:20,0.01,0.13,0.03,8.91,1.22,1.38
10/21/2023 5:40,0,0.21,0,9.8,1.14,0.8
10/21/2023 6:00,-0.01,0.28,-0.01,10.53,0.7,1.02
10/21/2023 6:20,-0.02,0.31,-0.03,10.45,0.91,1.1
10/21/2023 6:40,-0.03,0.24,-0.03,9.46,1.02,0.54
10/21/2023 7:00,-0.03,0.16,-0.03,8.94,0.57,0.78
10/21/2023 7:20,-0.03,0.09,-0.03,8.9,0.7,0.88
10/21/2023 7:40,-0.03,0.08,-0.04,8.94,0.69,0.48
10/21/2023 8:00,-0.03,0.04,-0.04,9.09,0.54,0.44
10/21/2023 8:20,-0.03,0.02,-0.03,10.03,0.42,0.39
10/21/2023 8:40,-0.03,0.03,-0.04,10.25,0.3,0.37
10/21/2023 9:00,-0.02,0.03,-0.03,13.27,0.33,0.27
10/21/2023 9:20,-1.84,0.04,-0.02,16.53,0.29,0.24
10/21/2023 9:40,0.17,0.14,0.07,16.55,0.3,0.26
10/21/2023 10:00,0.61,0.38,0.31,16.88,0.36,0.27
10/21/2023 10:20,1.31,0.84,0.65,17.47,0.38,0.35
10/21/2023 10:40,1.91,1.18,0.78,18.25,0.42,0.36
10/21/2023 11:00,2.32,1.52,0.76,18.51,0.45,0.49
10/21/2023 11:20,2.61,1.56,0.89,18.57,0.67,0.82
10/21/2023 11:40,2.83,1.73,1.05,17.87,0.7,0.8
10/21/2023 12:00,2.86,1.94,1.37,18.32,0.7,0.78
10/21/2023 12:20,2.98,2.28,1.76,17.61,1.12,0.79
10/21/2023 12:40,3.16,2.38,2.16,18.61,0.95,1.1
10/21/2023 13:00,3.35,2.82,2.52,18.77,1.08,1.08
10/21/2023 13:20,3.5,2.87,2.73,17.86,1.17,1.35
10/21/2023 13:40,3.76,2.97,2.96,17.61,1.4,1.51
10/21/2023 14:00,3.99,3.13,3.3,17.28,1.5,1.46
10/21/2023 14:20,4.22,3.22,3.65,19.68,1.93,1.65
10/21/2023 14:40,4.36,3.34,3.86,18.61,1.9,1.78
10/21/2023 15:00,4.44,3.14,4.14,17.61,1.8,2.01
10/21/2023 15:20,4.44,2.87,4.25,16.33,2.03,1.83
10/21/2023 15:40,4.43,3.01,4.37,16.88,2.59,2.13
10/21/2023 16:00,4.49,2.92,4.4,18.58,2.11,2.14
10/21/2023 16:20,4.42,2.93,4.59,18.07,1.18,1.9
10/21/2023 16:40,4.31,2.55,4.61,16.32,2.6,2.05
10/21/2023 17:00,4.25,2.76,4.69,16.87,2.18,2.1
10/21/2023 17:20,4.24,2.93,4.66,21.19,1.52,1.82
10/21/2023 17:40,4.09,2.59,4.63,18.27,2.09,1.86
10/21/2023 18:00,4.14,2.55,4.66,19.26,1.17,2.07
10/21/2023 18:20,4.13,2.52,4.65,17.86,2.57,1.98
10/21/2023 18:40,4.18,2.71,4.8,18.69,2.48,2.04
10/21/2023 19:00,4.17,2.47,4.75,19.08,2.5,1.95
10/21/2023 19:20,4.2,2.53,4.85,19.41,2.27,1.85
10/21/2023 19:40,4.17,2.65,4.75,18.65,1.68,2.01
10/21/2023 20:00,3.86,2.4,4.68,17.97,1.33,2.07
10/21/2023 20:20,3.73,2.16,4.56,17.68,2.49,2.16
10/21/2023 20:40,3.55,1.98,4.34,17.73,1.94,2.05
10/21/2023 21:00,3.29,1.81,4,17.33,2.15,1.96
10/21/2023 21:20,3.09,1.43,4,17.5,2.58,1.98
10/21/2023 21:40,2.91,1.33,3.9,17.33,2.28,1.94
10/21/2023 22:00,2.84,0.99,3.77,17.75,2.51,1.91
10/21/2023 22:20,2.69,0.86,3.75,17.62,2.2,1.97
10/21/2023 22:40,2.5,0.85,3.71,17.22,1.27,1.94
10/21/2023 23:00,2.35,0.78,3.52,16.88,2.67,2
10/21/2023 23:20,2.28,0.74,3.37,15.86,1.76,1.97
10/21/2023 23:40,2.05,0.64,3.2,15.57,2.13,1.86
10/22/2023 0:00,1.84,0.54,2.97,14.8,1.38,1.9
10/22/2023 0:20,1.63,0.52,2.81,14.34,1.66,2.15
10/22/2023 0:40,1.4,0.38,2.61,13.23,2.66,2.06
10/22/2023 1:00,1.14,0.32,2.37,13.02,2.11,1.88
10/22/2023 1:20,0.8,0.25,2.15,12.42,1.87,2
10/22/2023 1:40,0.53,0.24,2.05,11.94,2.24,1.5
10/22/2023 2:00,0.27,0.24,2.05,10.69,1.15,1.96
10/22/2023 2:20,0.09,0.09,0.89,10.95,1.57,1.18
10/22/2023 2:40,0,0.09,0.77,9.56,1.01,1.27
10/22/2023 3:00,-0.03,0.06,0.35,9.32,1.13,1.47
10/22/2023 3:20,-0.04,0.04,0.1,8.47,1.46,1.49
10/22/2023 3:40,-0.04,0.04,-0.01,8.91,1.46,0.85
10/22/2023 4:00,-0.04,0.04,-0.04,8.24,1.18,1.16
10/22/2023 4:20,-0.04,0.04,-0.05,8.18,1.06,1.01
10/22/2023 4:40,-0.04,0.06,-0.06,8.13,1.03,0.73
10/22/2023 5:00,-0.04,0.06,-0.06,7.02,0.68,0.88
10/22/2023 5:20,-0.02,0.06,-0.07,8.52,0.88,1.15
10/22/2023 5:40,-0.04,0.05,-0.06,9,0.67,0.45
10/22/2023 6:00,-0.04,0.03,-0.06,9.39,0.67,0.57
10/22/2023 6:20,0,0.03,-0.06,9.18,0.65,0.73
10/22/2023 6:40,0.01,0.02,-0.06,8.74,0.49,0.59
10/22/2023 7:00,-0.02,0.02,-0.06,9.33,0.48,0.43
10/22/2023 7:20,-0.02,0.02,-0.06,8.73,0.38,0.45
10/22/2023 7:40,0.01,0.02,-0.06,8.7,0.38,0.41
10/22/2023 8:00,0.06,0.02,-0.06,8.74,0.33,0.39
10/22/2023 8:20,0.05,0.03,-0.06,9.9,0.38,0.33
10/22/2023 8:40,0.14,0.01,-0.06,9.39,0.37,0.28
10/22/2023 9:00,0.27,0.02,-0.04,10.92,0.35,0.27
10/22/2023 9:20,0.46,0,-0.03,13.44,0.32,0.26
10/22/2023 9:40,0.68,0.02,0,15.56,0.37,0.24
10/22/2023 10:00,1.09,0.04,0.12,17.46,0.36,0.26
10/22/2023 10:20,1.48,0.05,0.17,17.51,0.42,0.27
10/22/2023 10:40,1.89,0.11,0.26,17.97,0.26,0.37
10/22/2023 11:00,2.15,0.21,0.39,18.45,0.42,0.45
10/22/2023 11:20,2.23,0.43,0.57,18.89,0.52,0.58
10/22/2023 11:40,2.23,0.74,0.79,18.54,0.7,0.59
10/22/2023 12:00,2.47,1.09,1.07,18.39,0.48,0.6
10/22/2023 12:20,2.64,1.35,1.4,18.36,0.48,0.95
10/22/2023 12:40,3.04,1.41,1.75,18.72,0.92,0.74
10/22/2023 13:00,3.09,1.88,2.11,18.27,0.79,1.03
10/22/2023 13:20,3.26,2.48,2.45,19.71,0.78,1.13
10/22/2023 13:40,3.32,2.7,2.84,18.82,1.32,1.11
10/22/2023 14:00,3.56,3.15,2.97,23.44,1.14,1.44
10/22/2023 14:20,3.85,3.31,3.3,19.9,1.65,1.39
10/22/2023 14:40,4.1,3.42,3.62,18.51,1.63,1.54
10/22/2023 15:00,4.28,3.59,3.94,20.81,1.92,1.89
10/22/2023 15:20,4.33,3.79,4.25,19.33,2.15,2.02
10/22/2023 15:40,4.33,3.83,4.66,17.83,2.36,2.05
10/22/2023 16:00,4.67,3.52,4.84,16.73,2.18,1.88
10/22/2023 16:20,5.11,3.44,5.13,20.56,1.12,2.07
10/22/2023 16:40,5,3.4,5.34,18.5,2.06,1.98
10/22/2023 17:00,5,3.4,5.44,17.46,1.87,1.93
10/22/2023 17:20,4.99,3.41,5.45,18.9,2.09,2
10/22/2023 17:40,5.04,3.49,5.48,21.01,1.63,1.96
10/22/2023 18:00,5.05,3.56,5.5,21.15,2.33,2.05
10/22/2023 18:20,5.09,3.52,5.48,19.23,2.49,2.08
10/22/2023 18:40,4.97,3.49,5.56,18.45,2.49,1.95
10/22/2023 19:00,5.04,3.83,5.56,21.2,1.33,1.91
10/22/2023 19:20,5.11,3.65,5.53,18.79,2.17,1.94
10/22/2023 19:40,5.1,3.49,5.67,19.15,2.17,1.91
10/22/2023 20:00,5.05,3.5,5.74,20.65,2.36,2.09
10/22/2023 20:20,5.09,3.53,5.58,21.58,1.75,2.08
10/22/2023 20:40,5.07,3.63,5.71,21.64,2.46,1.77
10/22/2023 21:00,5.05,3.76,5.47,21.03,1.41,2.01
10/22/2023 21:20,4.91,3.49,5.39,21.84,1.57,1.86
10/22/2023 21:40,4.72,3.27,5.32,21.99,1.94,2
10/22/2023 22:00,4.65,3.23,5.29,20.56,2.22,1.98
10/22/2023 22:20,4.58,3.03,5.34,20.05,1.92,2.04
10/22/2023 22:40,4.6,3.02,5.34,19.04,2.25,1.97
10/22/2023 23:00,4.53,3.01,5.43,18.91,2.35,1.99
10/22/2023 23:20,4.52,2.88,5.33,17.51,2.55,2.04
10/22/2023 23:40,4.34,2.94,5.23,16.69,1.36,2.05
10/23/2023 0:00,4.21,2.67,5.12,15.01,2.18,2.06
10/23/2023 0:20,3.96,2.49,4.85,14.14,2.51,2.1
10/23/2023 0:40,3.67,2.29,4.56,13.97,1.35,1.86
10/23/2023 1:00,3.25,2.26,4.28,13.23,2.36,1.92
10/23/2023 1:20,2.82,1.79,4.18,12.39,2.21,1.99
10/23/2023 1:40,2.42,1.79,4.18,11.62,1.52,2.09
10/23/2023 2:00,1.94,1.79,4.18,10.94,1.79,2
10/23/2023 2:20,1.39,0.33,2.43,10.1,1.28,1.96
